"name","review","clean_review","word_count","sentiment_score","sentiment_category"
"Call of Duty: Modern Warfare II","got killed by a yy ing crippled nan made of toast","got killed by a yy ing crippled nan made of toast",11,-2.72727272727273,"Negative"
"Call of Duty: Modern Warfare II","A true example of an asymmetric warfare","a true example of an asymmetric warfare",7,0,"Neutral"
"Call of Duty: Modern Warfare II","Berry nice Game! 
If you search for an Multiplayer pvp is this Game the best!!","berry nice game if you search for an multiplayer pvp is this game the best",15,4,"Positive"
"Call of Duty: Modern Warfare II","the worst interface I've ever seen.","the worst interface i've ever seen",6,-5,"Negative"
"Call of Duty: Modern Warfare II","i have mad addition to this game idk why man 8kd though","i have mad addition to this game idk why man kd though",12,-2.5,"Negative"
"Call of Duty: Modern Warfare II","super fun, easy to grind, i recommend","super fun easy to grind i recommend",7,5,"Positive"
"Call of Duty: Modern Warfare II","Keeps crashing. Fuckass game pls dont install this shit game","keeps crashing fuckass game pls dont install this shit game",10,-4,"Negative"
"Call of Duty: Modern Warfare II","im crashing tf out on this game","im crashing tf out on this game",7,0,"Neutral"
"Call of Duty: Modern Warfare II","Game rarely wants to work with the amount of bugs and glitches in the start menus. Resulted in me only wanting to play BF. Oh well, BF is a better made first person shooter anyways
","game rarely wants to work with the amount of bugs and glitches in the start menus resulted in me only wanting to play bf oh well bf is a better made first person shooter anyways",35,0.571428571428571,"Positive"
"Call of Duty: Modern Warfare II","buggy mess of a game. they just dont care anymore. 2590 hours and i cant even make a class because of the state of the game. perks are broken, classes dont work. sbmm is a joke outside of ranked. keep sbmm inside of ranked. what more reasons to keep playing? games crashes all the time. i have a 5080 and thats my fault? you spends hours playing ranked to earn sr all to have it taken because it crashes. every update seems to break more of the game. ","buggy mess of a game they just dont care anymore hours and i cant even make a class because of the state of the game perks are broken classes dont work sbmm is a joke outside of ranked keep sbmm inside of ranked what more reasons to keep playing games crashes all the time i have a and thats my fault you spends hours playing ranked to earn sr all to have it taken because it crashes every update seems to break more of the game",86,0.116279069767442,"Positive"
"Call of Duty: Modern Warfare II","Cash grab deluxe edition now with 20+ Gb updates every hour!","cash grab deluxe edition now with gb updates every hour",10,0,"Neutral"
"Call of Duty: Modern Warfare II","there is alot of issues ingame but still i love this game.","there is alot of issues ingame but still i love this game",12,2.5,"Positive"
"Call of Duty: Modern Warfare II","after the updte my game uninstalld by it self and now that i have downlode it now it doesnt want to open the game
","after the updte my game uninstalld by it self and now that i have downlode it now it doesnt want to open the game",24,0.416666666666667,"Positive"
"Call of Duty: Modern Warfare II","its like the last cod but worse","its like the last cod but worse",7,-1.42857142857143,"Negative"
"Call of Duty: Modern Warfare II","This game excels in being dog shit, such a feat should be studied","this game excels in being dog shit such a feat should be studied",13,-3.07692307692308,"Negative"
"Call of Duty: Modern Warfare II","crashes A LOT LIKE ALL THE TIME DOLLAR STORE GAME","crashes a lot like all the time dollar store game",10,2,"Positive"
"Call of Duty: Modern Warfare II","Achievements now impossible to get after MWII and MWIII removed from the game","achievements now impossible to get after mwii and mwiii removed from the game",13,0,"Neutral"
"Call of Duty: Modern Warfare II","Although this mode has been around for a long time I still enjoy dropping in and ruining the top players chances in Plunder. Weapon choices are vast although there a few load outs that majority of players use. Hopefully map updates will come out with the chance to drop into a few created maps similar to multiplayer mode.","although this mode has been around for a long time i still enjoy dropping in and ruining the top players chances in plunder weapon choices are vast although there a few load outs that majority of players use hopefully map updates will come out with the chance to drop into a few created maps similar to multiplayer mode",58,1.20689655172414,"Positive"
"Call of Duty: Modern Warfare II","This game is so buggy. I wanted to play the campaign and it keeps crashing while trying to install shaders. First it installed shaders for multiplayer which worked fine but then I decided to play the campaign...The game backs you out to the Steam dashboard to launch the campaign only to find that campaign shaders need to be pre-loaded...What???","this game is so buggy i wanted to play the campaign and it keeps crashing while trying to install shaders first it installed shaders for multiplayer which worked fine but then i decided to play the campaign the game backs you out to the steam dashboard to launch the campaign only to find that campaign shaders need to be pre loaded what",62,0.483870967741935,"Positive"
"Call of Duty: Modern Warfare II","game goes something like this
> join a game of resurgence
> drop a 30 bomb
> get shadow banned for dropping said 30 bomb
> proceed to play against only cheaters for the next 10 matches
> go back to normal lobbies
> rinse and repeat","game goes something like this join a game of resurgence drop a bomb get shadow banned for dropping said bomb proceed to play against only cheaters for the next matches go back to normal lobbies rinse and repeat",38,-1.05263157894737,"Negative"
"Call of Duty: Modern Warfare II","this game the most disgusting game ever created. this game is not fun and will never be fun. played mostly by unemployed, never touching grass, not been with women type of people that play this game. do not and i repeat do not buy or even play this game. its a waste of time and space in this world.","this game the most disgusting game ever created this game is not fun and will never be fun played mostly by unemployed never touching grass not been with women type of people that play this game do not and i repeat do not buy or even play this game its a waste of time and space in this world",59,-0.169491525423729,"Negative"
"Call of Duty: Modern Warfare II","if you think someone is cheating its prolly cause you're bad , not the best cod they've ever put out but its aight , warzone is better than anything this year","if you think someone is cheating its prolly cause you're bad not the best cod they've ever put out but its aight warzone is better than anything this year",29,-0.344827586206897,"Negative"
"Call of Duty: Modern Warfare II","BEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVERBEST GAME EVER","best game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game everbest game ever",577,0.0519930675909879,"Positive"
"Call of Duty: Modern Warfare II","GO FOR IT IF YOU WANT TO RAGE
","go for it if you want to rage",8,-1.25,"Negative"
"Call of Duty: Modern Warfare II","its a fun game (in my opinion)","its a fun game in my opinion",7,5,"Positive"
"Call of Duty: Modern Warfare II","game cannot recognize my controller as a useable device, continues to either crash or disconnect from the server, classic cod.","game cannot recognize my controller as a useable device continues to either crash or disconnect from the server classic cod",20,-1,"Negative"
"Call of Duty: Modern Warfare II","ts shit is buns on God brah so skibidi","ts shit is buns on god brah so skibidi",9,-3.33333333333333,"Negative"
"Call of Duty: Modern Warfare II","not bad to pass time , i enjoy old verdansk too!","not bad to pass time i enjoy old verdansk too",10,-1,"Negative"
"Call of Duty: Modern Warfare II","i liked the fun and polite players in this game highly recomend","i liked the fun and polite players in this game highly recomend",12,5,"Positive"
"Call of Duty: Modern Warfare II","Probably the worst garbage i ever downloaded, the menu is laggy for no reason  it downloaded 150 gb of nothing and i still have to download warzone when i get in the game cause it wont allow you to play anything this is a scam lol","probably the worst garbage i ever downloaded the menu is laggy for no reason it downloaded gb of nothing and i still have to download warzone when i get in the game cause it wont allow you to play anything this is a scam lol",45,-0.666666666666667,"Negative"
"Call of Duty: Modern Warfare II","i only play on leg day.","i only play on leg day",6,0,"Neutral"
"Call of Duty: Modern Warfare II","[b]Note: This is written from the perspective of someone who dabbled in Fortnite when it first came out, Warzone for a few months in 2020 and Rainbow for about a year, but aside from that has never played shooters consistently, or well. [/b]

As someone who didn't grow up liking shooters due to my severe inability to aim, this was the first time my friends convinced me to buy one and play with them. I dumped the cash and played through the single-player first.

I absolutely loved it. 
I loved the characters (though I wish they fleshed out some of their backgrounds more) and the interactive nature of the base home you stayed at. The little puzzles, the stealth, the story itself--it was all unique to me, and I appreciated just walking through some of the areas to see how far I could push the game. The gun play was forgiving, even on harder modes, which allowed me to not get frustrated or heated. And the environments were just nice to look at.

The multiplayer was a different experience, but I enjoyed practicing and seeing my aim and overall skill improve over time. I liked the guns, I appreciated that the overall lack of recoil on a lot of the guns made it hard to blame anything except my own aim. I enjoyed the struggle of being bad at games because I knew how to improve. Seeing my guns unlock cool camos and add-ons was satisfying. 

Warzone was the same as always, and it was nice when Verdansk came back, the map I originally played in. Dying to snipers sucks as always.


My main issues with this game, which is similar to most folks, is the amount of space this game takes up. Aside from that, I'm not a fan of the ridiculous skins that have come out, and the absurdity of announcing BO7 less than a year after 6's release.

[u]The Software Itself[/u]
I have had to buy a new hard drive for this game. I've personally never had a severe crash more than once or twice, but have had semi-consistent graphic bugs (probably cuz I have a GEFORCE 1080).

[u]The Skins[/u]
The skins that have come out since launch have gotten increasingly unserious, and I'm not trying to pretend that this game has to be 100% gritty and militaristic, but I refuse to accept death from the hands of Beavis and Butthead. This is a game about humans, people from military organizations. It completely rips you out of any kind of immersion, and more than that, it just looks like the cheap money grab that it is. I have a handful of skins, but at the very least they keep operators realistic, human, and wearing nothing more than a funky outfit or cool shades. 

[u]Black Ops 7[/u]
I can't say much about BO7's (personally) premature announcement other than it feeling like an absolute spit in my face after dropping so many hours and dollars on this game. Everyone knows that their efforts are going to the new game, and it won't be long until 6 is completely thrown to the side. The worst part is, I know everyone is going to buy 7 because they know that. 

Admittedly, it's sad to see a company that seemingly has a bad track record with its community and truly listening to its desires for the game. 
But, I have, and still do, enjoy this game heavily, and it is the first time I've spent this long on any mainstream game. It scratches a particular itch in my brain. So anyone that's new to this franchise, enjoy it as much as you can. Deal with the hard drive sacrifice, and have fun. 
I am planning on going back to MW1-3. I hear they're great.

At the end of the day we're all addicted and need help but hey, it is what it is.","b note this is written from the perspective of someone who dabbled in fortnite when it first came out warzone for a few months in and rainbow for about a year but aside from that has never played shooters consistently or well b as someone who didn't grow up liking shooters due to my severe inability to aim this was the first time my friends convinced me to buy one and play with them i dumped the cash and played through the single player first i absolutely loved it i loved the characters though i wish they fleshed out some of their backgrounds more and the interactive nature of the base home you stayed at the little puzzles the stealth the story itself it was all unique to me and i appreciated just walking through some of the areas to see how far i could push the game the gun play was forgiving even on harder modes which allowed me to not get frustrated or heated and the environments were just nice to look at the multiplayer was a different experience but i enjoyed practicing and seeing my aim and overall skill improve over time i liked the guns i appreciated that the overall lack of recoil on a lot of the guns made it hard to blame anything except my own aim i enjoyed the struggle of being bad at games because i knew how to improve seeing my guns unlock cool camos and add ons was satisfying warzone was the same as always and it was nice when verdansk came back the map i originally played in dying to snipers sucks as always my main issues with this game which is similar to most folks is the amount of space this game takes up aside from that i'm not a fan of the ridiculous skins that have come out and the absurdity of announcing bo less than a year after 's release u the software itself u i have had to buy a new hard drive for this game i've personally never had a severe crash more than once or twice but have had semi consistent graphic bugs probably cuz i have a geforce u the skins u the skins that have come out since launch have gotten increasingly unserious and i'm not trying to pretend that this game has to be gritty and militaristic but i refuse to accept death from the hands of beavis and butthead this is a game about humans people from military organizations it completely rips you out of any kind of immersion and more than that it just looks like the cheap money grab that it is i have a handful of skins but at the very least they keep operators realistic human and wearing nothing more than a funky outfit or cool shades u black ops u i can't say much about bo 's personally premature announcement other than it feeling like an absolute spit in my face after dropping so many hours and dollars on this game everyone knows that their efforts are going to the new game and it won't be long until is completely thrown to the side the worst part is i know everyone is going to buy because they know that admittedly it's sad to see a company that seemingly has a bad track record with its community and truly listening to its desires for the game but i have and still do enjoy this game heavily and it is the first time i've spent this long on any mainstream game it scratches a particular itch in my brain so anyone that's new to this franchise enjoy it as much as you can deal with the hard drive sacrifice and have fun i am planning on going back to mw i hear they're great at the end of the day we're all addicted and need help but hey it is what it is",657,0.030441400304414,"Positive"
"Call of Duty: Modern Warfare II","This is by far the worst game I have ever played ever.","this is by far the worst game i have ever played ever",12,-2.5,"Negative"
"Call of Duty: Modern Warfare II","Gay, Gay, Gay, More Gayness..... Big Gay Game. Nothing else to say.","gay gay gay more gayness big gay game nothing else to say",12,0.833333333333333,"Positive"
"Call of Duty: Modern Warfare II","very fun and players are gay soometimes but its fun
","very fun and players are gay soometimes but its fun",10,4,"Positive"
"Call of Duty: Modern Warfare II","Played this game for many hours and im not sure what they did with season 5 reloaded but they absolutely butchered sbmm. Every. Single. Game. is 6v6 ranked and its not even fun. Would recommend staying away from this update. Oh and the cherry on top is they broke ninja and every game you get sound whored a mile away. Trash update.","played this game for many hours and im not sure what they did with season reloaded but they absolutely butchered sbmm every single game is v ranked and its not even fun would recommend staying away from this update oh and the cherry on top is they broke ninja and every game you get sound whored a mile away trash update",61,1.14754098360656,"Positive"
"Call of Duty: Modern Warfare II","Game has become more fun now that there are casual lobbies for lower level players and a few high level players in those games. More manageable to get that score streak up!","game has become more fun now that there are casual lobbies for lower level players and a few high level players in those games more manageable to get that score streak up",32,1.25,"Positive"
"Call of Duty: Modern Warfare II","Love it can't wait for bo7","love it can't wait for bo",6,5,"Positive"
"Call of Duty: Modern Warfare II","full of sweats but other than that its ok","full of sweats but other than that its ok",9,0,"Neutral"
"Call of Duty: Modern Warfare II","BECUS ITSA A REAlly good game 


","becus itsa a really good game",6,5,"Positive"
"Call of Duty: Modern Warfare II","it makes me suicidal but i love the game","it makes me suicidal but i love the game",9,1.11111111111111,"Positive"
"Call of Duty: Modern Warfare II","i love being constantly rammed up the crum by stupid little idiots made of pre cum and cabbage highly recommend if your willing to spend alot of money on a new setup","i love being constantly rammed up the crum by stupid little idiots made of pre cum and cabbage highly recommend if your willing to spend alot of money on a new setup",32,0.9375,"Positive"
"Call of Duty: Modern Warfare II","great game, and free to play","great game and free to play",6,5,"Positive"
"Call of Duty: Modern Warfare II","Every Update is the same thing :
new patch update installs
fight to connect with network 
repeat
i have had it with the non sense, consider me officially out ! 
i have never had such an incredibly hard time EVER trying more times than i can count to stay online or even attempt to get online.
 re-configuring, un-installing, TPM , DNS 
ALL GARBAGE !","every update is the same thing new patch update installs fight to connect with network repeat i have had it with the non sense consider me officially out i have never had such an incredibly hard time ever trying more times than i can count to stay online or even attempt to get online re configuring un installing tpm dns all garbage",62,-0.483870967741935,"Negative"
"Call of Duty: Modern Warfare II","""your account is in a limited matchmaking state""

I am a middle aged talentless old fart tooling around verdansk and resurgence with a bunch of other middle aged dads. I am not pushing ranked. I am not hacking. I am not pulling off incredible kills, I am not some slidey sweat. I keep getting these limited matchmaking states. they never tell me why Im in them. I cant appeal them. I keep getting screwed out of double xp weekends and I have no idea why it keeps happening.","your account is in a limited matchmaking state i am a middle aged talentless old fart tooling around verdansk and resurgence with a bunch of other middle aged dads i am not pushing ranked i am not hacking i am not pulling off incredible kills i am not some slidey sweat i keep getting these limited matchmaking states they never tell me why im in them i cant appeal them i keep getting screwed out of double xp weekends and i have no idea why it keeps happening",88,-0.795454545454545,"Negative"
"Call of Duty: Modern Warfare II","Game keeps freezing and buggin after new update. Never did that before. Cant play for shite now.","game keeps freezing and buggin after new update never did that before cant play for shite now",17,0,"Neutral"
"Call of Duty: Modern Warfare II","this game are NO'1 in the world","this game are no' in the world",7,0,"Neutral"
"Call of Duty: Modern Warfare II","it s so nice even a 10 yr old would like it
","it s so nice even a yr old would like it",11,4.54545454545454,"Positive"
"Call of Duty: Modern Warfare II","Call of duty won’t be good until they fire all the blue haired, nose ringed, they/then bio-ed idiots. Replace leadership at the top - everything else will fall into place. I could come up with a better call of duty! I could come up with one right now - call of duty tactical warfare. A dynamic tactical open world call of duty. make the map destructible. You keep the fast pace mode by making a 2V2 or 1V1 mode called tactical blitz or something. Take notes from Tarkov, Arma and maybe even battlefield six.","call of duty won t be good until they fire all the blue haired nose ringed they then bio ed idiots replace leadership at the top everything else will fall into place i could come up with a better call of duty i could come up with one right now call of duty tactical warfare a dynamic tactical open world call of duty make the map destructible you keep the fast pace mode by making a v or v mode called tactical blitz or something take notes from tarkov arma and maybe even battlefield six",95,0.736842105263158,"Positive"
"Call of Duty: Modern Warfare II","Exactly as fun as people say it isn't.","exactly as fun as people say it isn't",8,5,"Positive"
"Call of Duty: Modern Warfare II","very peaceful , no racist people and very kind community","very peaceful no racist people and very kind community",9,0,"Neutral"
"Call of Duty: Modern Warfare II","Great game hope they dont ruin it with BO7 to much","great game hope they dont ruin it with bo to much",11,2.72727272727273,"Positive"
"Call of Duty: Modern Warfare II","Bad game, Bad community, Too hard to add friends 1 star","bad game bad community too hard to add friends star",10,-4,"Negative"
"Call of Duty: Modern Warfare II","Game is fun if you have friends who you can troll","game is fun if you have friends who you can troll",11,1.81818181818182,"Positive"
"Call of Duty: Modern Warfare II","if you play with keyboard and mouse this isn't the game for you","if you play with keyboard and mouse this isn't the game for you",13,0,"Neutral"
"Call of Duty: Modern Warfare II","the size of the game and the launcher and the anticheat are fucked up but still the gameplay is better than the other
","the size of the game and the launcher and the anticheat are fucked up but still the gameplay is better than the other",23,-0.869565217391304,"Negative"
"Call of Duty: Modern Warfare II","Add me inside this game please","add me inside this game please",6,1.66666666666667,"Positive"
"Call of Duty: Modern Warfare II","Just download HMW-mod (used to be H2M) and don't waste your time on this garbage. It runs better than this, has an active player base and they don't lock anything behind a paywall unlike these money hungry goblins.","just download hmw mod used to be h m and don't waste your time on this garbage it runs better than this has an active player base and they don't lock anything behind a paywall unlike these money hungry goblins",40,0.25,"Positive"
"Call of Duty: Modern Warfare II","no
dont buy this game what a waste","no dont buy this game what a waste",8,-2.5,"Negative"
"Call of Duty: Modern Warfare II","best one yet they go to town onthese game series .","best one yet they go to town onthese game series",10,3,"Positive"
"Call of Duty: Modern Warfare II","Very nice game especially when you play with friends

","very nice game especially when you play with friends",9,3.33333333333333,"Positive"
"Call of Duty: Modern Warfare II","Fuck this piece of shit game","fuck this piece of shit game",6,-5,"Negative"
"Call of Duty: Modern Warfare II","shits lowkey ass but in a great way.","shits lowkey ass but in a great way",8,-1.25,"Negative"
"Call of Duty: Modern Warfare II","If you love developers that don't listen to their fanbase and hackers in every map, then call of dookie is for you","if you love developers that don't listen to their fanbase and hackers in every map then call of dookie is for you",22,1.36363636363636,"Positive"
"Call of Duty: Modern Warfare II","I've been playing call of duty since 2002. This is the last COD i will buy and/or play. i don't care if i got it for free, it's on battlepass, or at a friends house. With every game, you think to yourself, ""this is peak Activision greed."" only to be shown you are wrong with the next installment.

Ridiculous skins at even more ridiculous prices.

Boring rehashed maps, each with there match breaking exploits.

same old guns, with useless attachments. ""if it's not the meta, it's not worth it"".

game-breaking glitches with every update, this latest update (Sept 1st? 2025) every time i try to load a match, it hangs at the loading screen indefinitely. this coming hot ion the heals if having to completely reintstall the entire game, due to the same update deleting half of the launcher file.

if you work for Acti or one of its bought-out slave studios, I feel bad for you. Activision needs to die as a company before it can have its renaissance and second chance.","i've been playing call of duty since this is the last cod i will buy and or play i don't care if i got it for free it's on battlepass or at a friends house with every game you think to yourself this is peak activision greed only to be shown you are wrong with the next installment ridiculous skins at even more ridiculous prices boring rehashed maps each with there match breaking exploits same old guns with useless attachments if it's not the meta it's not worth it game breaking glitches with every update this latest update sept st every time i try to load a match it hangs at the loading screen indefinitely this coming hot ion the heals if having to completely reintstall the entire game due to the same update deleting half of the launcher file if you work for acti or one of its bought out slave studios i feel bad for you activision needs to die as a company before it can have its renaissance and second chance",174,-0.977011494252874,"Negative"
"Call of Duty: Modern Warfare II","Just make a good game and stop with the annual release bs and al the fortnight style skins for fucks sake
","just make a good game and stop with the annual release bs and al the fortnight style skins for fucks sake",21,0.952380952380952,"Positive"
"Call of Duty: Modern Warfare II","I played 1000 hours of BO6, don't be like me
it's a waste of time ...Be productive.","i played hours of bo don't be like me it's a waste of time be productive",16,0.625,"Positive"
"Call of Duty: Modern Warfare II",">Spend time getting a computer
>Get computer
>Install steam
>Install COD
>Get screamed at by 50 year-old men
>Cry yourself to sleep after
>Overall? 10/10 experience wouldn't recommend for the weak","spend time getting a computer get computer install steam install cod get screamed at by year old men cry yourself to sleep after overall experience wouldn't recommend for the weak",30,-1,"Negative"
"Call of Duty: Modern Warfare II","Constant Crashes, most amount of storage of any game but the shittiest graphics of any game. SBMM where??","constant crashes most amount of storage of any game but the shittiest graphics of any game sbmm where",18,0,"Neutral"
"Call of Duty: Modern Warfare II","I GOT FUCKING RIPPED OFF! I BOUGHT BO6 BUT IT SAYS I HAVE TO BUY IT AGAIN!! AND I KEEP GETTING SIGNED OUT EVERY FUCKING 2 MINUTES!!!!!!!!!","i got fucking ripped off i bought bo but it says i have to buy it again and i keep getting signed out every fucking minutes",26,-1.53846153846154,"Negative"
"Call of Duty: Modern Warfare II","american dad? beavis and butthead, cyber robots, zombies, ninja turtles skins... genre turned into a joke. no realism whatsoever. might as well play fortnite for free. barely any progress in battlepass. waste of money imo","american dad beavis and butthead cyber robots zombies ninja turtles skins genre turned into a joke no realism whatsoever might as well play fortnite for free barely any progress in battlepass waste of money imo",35,0.857142857142857,"Positive"
"Call of Duty: Modern Warfare II","cant play the game due to a glitch with cod6, bought it had no issues and now everytime i load into a game i get stuck at the loading screen of a match.","cant play the game due to a glitch with cod bought it had no issues and now everytime i load into a game i get stuck at the loading screen of a match",33,-0.909090909090909,"Negative"
"Call of Duty: Modern Warfare II","Very good zombies. Really love the updated maps and weapons. Enjoying story lines and challenging easter eggs keep me coming back.","very good zombies really love the updated maps and weapons enjoying story lines and challenging easter eggs keep me coming back",21,3.80952380952381,"Positive"
